rank	event-type	count
456	atom	32
457	young	32
458	interpret	32
459	rai	32
460	paramet	32
461	format	32
462	imag	32
463	reson	32
464	topolog	32
465	spectroscopi	32
466	facilit	31
467	probe	31
468	progress	31
469	stabil	31
470	broad	31
471	bound	31
472	underli	31
473	strategi	31
474	pursu	31
475	public	31
476	effici	31
477	uniqu	31
478	monitor	31
479	take	31
480	insight	31
481	earli	31
482	paper	31
483	action	31
484	educ	31
485	maintain	30
486	cycl	30
487	share	30
488	subject	30
489	now	30
490	practic	30
491	mexico	30
492	fluid	30
493	infinit	30
494	shape	30
495	sponsor	30
496	spend	30
497	frequenc	30
498	quantum	30
499	nmr	30
500	gene	29
501	regul	29
502	featur	29
503	ion	29
504	film	29
505	movement	29
506	live	29
507	adapt	29
508	systemat	29
509	hypothes	29
510	orient	29
511	evolut	29
512	especi	29
513	formal	29
514	end	29
515	procedur	29
516	invari	29
517	dissert	29
518	supervis	29
519	eight	29
520	diffus	28
521	similar	28
522	station	28
523	electr	28
524	motion	28
525	event	28
526	much	28
527	spatial	28
528	thu	28
529	nutrient	28
530	six	28
531	last	28
532	vari	28
533	correl	28
534	layer	28
535	climat	28
536	coordin	28
537	converg	28
538	intens	28
539	nuclear	28
540	match	28
541	gain	27
542	upon	27
543	crew	27
544	caus	27
545	calcul	27
546	earthquak	27
547	anoth	27
548	util	27
549	mean	27
550	dai	27
551	postdoctor	27
552	promis	27
553	histori	26
554	better	26
555	methodolog	26
556	fish	26
557	carbon	26
558	skill	26
559	heat	26
560	tree	26
561	mix	26
562	probabl	26
563	found	26
564	rise	26
565	campu	26
566	written	26
567	multipl	25
568	essenti	25
569	polynomi	25
570	tropic	25
571	extrem	25
572	excel	25
573	america	25
574	assist	25
575	habitat	25
576	propag	25
577	difficult	25
578	kei	25
579	deep	25
580	third	25
581	seismic	25
582	attend	25
583	centuri	25
584	cohomolog	25
585	qualiti	25
586	oral	25
587	context	24
588	extent	24
589	coastal	24
590	demonstr	24
591	comparison	24
592	call	24
593	plai	24
594	month	24
595	mass	24
596	femal	24
597	abil	24
598	seed	24
599	trace	24
600	peopl	24
601	throughout	24
602	implement	24
603	depth	24
604	view	24
605	without	24
606	quantit	24
607	liquefact	24
608	graph	24
609	great	23
610	reduct	23
611	econom	23
612	classic	23
613	reduc	23
614	induc	23
615	synthet	23
616	previou	23
617	matter	23
618	ellipt	23
619	multi	23
620	few	23
621	coeffici	23
622	link	23
623	search	23
624	isotop	23
625	whole	23
626	express	23
627	cover	23
628	forc	23
629	resolut	23
630	weekli	23
631	insect	23
632	appear	22
633	expertis	22
634	asymptot	22
635	food	22
636	emploi	22
637	accur	22
638	realiz	22
639	complic	22
640	attract	22
641	semiconductor	22
642	reflect	22
643	deal	22
644	abstract	22
645	signal	22
646	step	22
647	togeth	22
648	directli	22
649	japan	22
650	altern	22
651	doctor	22
652	plane	22
653	build	22
654	implic	22
655	radiat	22
656	introduc	22
657	normal	22
658	matric	22
659	detect	21
660	subsequ	21
661	simpl	21
662	benefit	21
663	texa	21
664	novel	21
665	self	21
666	south	21
667	greater	21
668	suffici	21
669	spectral	21
670	whose	21
671	development	21
672	invit	21
673	matrix	21
674	symmetri	21
675	contact	21
676	distinct	20
677	stochast	20
678	yield	20
679	mainten	20
680	therefor	20
681	earth	20
682	season	20
683	document	20
684	due	20
685	date	20
686	consider	20
687	team	20
688	reason	20
689	prove	20
690	smooth	20
691	begin	20
692	abund	20
693	equilibrium	20
694	cross	20
695	suggest	20
696	west	20
697	schedul	20
698	servic	20
699	offer	20
700	arctic	20
701	protein	20
702	free	20
703	precis	20
704	calibr	20
705	visit	20
706	speed	20
707	lie	20
708	stress	20
709	guidanc	20
710	life	19
711	pool	19
712	instal	19
713	joint	19
714	concept	19
715	amount	19
716	decad	19
717	perturb	19
718	evolutionari	19
719	bond	19
720	reconstruct	19
721	geograph	19
722	cluster	19
723	open	19
724	creat	19
725	flux	19
726	full	19
727	reactor	19
728	divis	19
729	veloc	19
730	predat	19
731	neutron	19
732	preliminari	19
733	evid	19
734	travel	19
735	island	19
736	valuabl	19
737	ridg	19
738	societi	19
739	although	19
740	hyperbol	19
741	restrict	19
742	standard	19
743	write	19
744	person	19
745	toward	19
746	arrai	19
747	prior	18
748	atlant	18
749	discret	18
750	isol	18
751	ongo	18
752	separ	18
753	perman	18
754	spectrum	18
755	substrat	18
756	mutual	18
757	appropri	18
758	feed	18
759	ground	18
760	health	18
761	pair	18
762	attent	18
763	inorgan	18
764	hypothesi	18
765	tempor	18
766	oxid	18
767	solv	18
768	accomplish	18
769	manipul	18
770	prei	18
771	overal	18
772	profession	18
773	respect	18
774	receiv	18
775	scholar	18
776	radar	18
777	mathematician	18
778	tech	18
779	microscop	18
780	categori	18
781	bodi	18
782	fact	18
783	lower	18
784	meaning	18
785	theme	18
786	remov	18
787	agricultur	18
788	act	18
789	half	18
790	enzym	18
791	mentor	18
792	psycholog	18
793	parasit	18
794	herbivor	18
795	reveal	17
796	washington	17
797	invers	17
798	promot	17
799	western	17
800	pressur	17
801	male	17
802	dispers	17
803	cedar	17
804	show	17
805	upper	17
806	abelian	17
807	total	17
808	theorem	17
809	aggreg	17
810	arrang	17
811	competit	17
812	geolog	17
813	alreadi	17
814	expert	17
815	constraint	17
816	publish	17
817	acquisit	17
818	littl	17
819	deform	17
820	nitrogen	17
821	colorado	17
822	softwar	17
823	previous	17
824	manufactur	17
825	formul	17
826	literatur	17
827	permit	16
828	northern	16
829	conserv	16
830	bird	16
831	framework	16
832	manner	16
833	dedic	16
834	achiev	16
835	serv	16
836	nest	16
837	leav	16
838	span	16
839	fertil	16
840	come	16
841	far	16
842	situ	16
843	explain	16
844	even	16
845	etc	16
846	gender	16
847	consequ	16
848	synthes	16
849	beam	16
850	entir	16
851	per	16
852	england	16
853	reliabl	16
854	branch	16
855	histor	16
856	puls	16
857	annual	16
858	here	16
859	art	16
860	minnesota	16
861	familiar	16
862	refin	16
863	fellowship	16
864	geotechn	16
865	committe	16
866	famili	16
867	background	16
868	photon	16
869	error	16
870	modul	16
871	machin	16
872	advisor	16
873	robust	16
874	holomorph	16
875	polici	15
876	decis	15
877	preserv	15
878	phytoplankton	15
879	circuit	15
880	understood	15
881	spectroscop	15
882	modifi	15
883	less	15
884	loss	15
885	surviv	15
886	greatli	15
887	massachusett	15
888	actual	15
889	distanc	15
890	fossil	15
891	tradit	15
892	game	15
893	stand	15
894	media	15
895	stabl	15
896	carolina	15
897	sensor	15
898	parallel	15
899	wind	15
900	feder	15
901	intermedi	15
902	geochem	15
903	congress	15
904	cost	15
905	mid	15
906	abov	15
907	spring	15
908	name	15
909	recogn	15
910	user	15
911	catalyst	15
912	neural	15
913	compet	15
914	diseas	15
915	hand	15
916	pollen	15
917	ergod	15
918	harmon	15
919	fabric	15
920	arithmet	15
921	sum	15
922	databas	15
923	nine	15
924	contemporari	15
925	convex	15
926	sugar	15
927	galaxi	15
928	regard	14
929	rapid	14
930	typic	14
931	sensit	14
932	fleet	14
933	seek	14
934	discov	14
935	thin	14
936	emerg	14
937	advantag	14
938	short	14
939	primat	14
940	africa	14
941	beyond	14
942	nitrat	14
943	kinet	14
944	kind	14
945	miner	14
946	fall	14
947	outsid	14
948	pure	14
949	path	14
950	stage	14
951	expens	14
952	expos	14
953	supplement	14
954	magma	14
955	rock	14
956	melt	14
957	plasma	14
958	incorpor	14
959	averag	14
960	section	14
961	observatori	14
962	euclidean	14
963	tissu	14
964	regular	14
965	strength	14
966	indian	14
967	spectromet	14
968	organometal	14
969	load	14
970	damag	14
971	interview	14
972	land	14
973	senior	14
974	bring	14
975	taken	14
976	glacial	14
977	teach	14
978	organiz	14
979	architectur	14
980	via	14
981	stimul	14
982	start	14
983	scan	14
984	bifurc	14
985	quadrat	14
986	sex	14
987	galoi	14
988	suitabl	13
989	fluctuat	13
990	east	13
991	conjunct	13
992	good	13
993	curv	13
994	request	13
995	salin	13
996	significantli	13
997	colleagu	13
998	ecosystem	13
999	grow	13
1000	complementari	13
1001	resist	13
1002	archaeolog	13
1003	disturb	13
1004	eastern	13
1005	empir	13
1006	introduct	13
1007	substanti	13
1008	treat	13
1009	aid	13
1010	turbul	13
1011	befor	13
1012	review	13
1013	rich	13
1014	basin	13
1015	biochemistri	13
1016	reactiv	13
1017	alpha	13
1018	axi	13
1019	weight	13
1020	spread	13
1021	fraction	13
1022	enrich	13
1023	bulk	13
1024	zone	13
1025	visual	13
1026	disciplin	13
1027	root	13
1028	correspond	13
1029	conjectur	13
1030	sens	13
1031	oxygen	13
1032	valid	13
1033	shown	13
1034	turn	13
1035	input	13
1036	convect	13
1037	hydrotherm	13
1038	diffract	13
1039	lattic	13
1040	submit	13
1041	hydrogen	13
1042	corpor	13
1043	block	13
1044	citi	13
1045	code	13
1046	vallei	13
1047	eigenvalu	13
1048	lectur	13
1049	cellular	13
1050	groundwat	13
1051	chosen	13
1052	wall	13
1053	exploit	12
1054	southern	12
1055	acid	12
1056	challeng	12
1057	bacteria	12
1058	cargo	12
1059	energet	12
1060	join	12
1061	accumul	12
1062	mate	12
1063	analog	12
1064	mixtur	12
1065	carefulli	12
1066	stone	12
1067	led	12
1068	presenc	12
1069	channel	12
1070	catalyt	12
1071	filter	12
1072	thermal	12
1073	worker	12
1074	extract	12
1075	weak	12
1076	barrier	12
1077	expand	12
1078	supercomput	12
1079	descript	12
1080	bottom	12
1081	anomali	12
1082	renew	12
1083	mineralog	12
1084	agenc	12
1085	iron	12
1086	segment	12
1087	infrar	12
1088	suppli	12
1089	volum	12
1090	infrastructur	12
1091	charact	12
1092	sound	12
1093	hope	12
1094	trap	12
1095	assembl	12
1096	move	12
1097	earlier	12
1098	band	12
1099	substanc	12
1100	disast	12
1101	hybrid	12
1102	charg	12
1103	task	12
1104	logic	12
1105	san	12
1106	astrophys	12
1107	motiv	12
1108	squar	12
1109	broaden	12
1110	illinoi	12
1111	suranet	12
1112	outstand	12
1113	aerosol	12
1114	bai	12
1115	robot	12
1116	uncertainti	12
1117	symmetr	12
1118	feedback	12
1119	ratio	12
1120	lab	12
1121	sociolog	12
1122	infer	12
1123	curvatur	12
1124	mhc	11
1125	unusu	11
1126	stock	11
1127	polar	11
1128	microbi	11
1129	coast	11
1130	oceanographi	11
1131	cruis	11
1132	choos	11
1133	journal	11
1134	equal	11
1135	output	11
1136	migrat	11
1137	gather	11
1138	horizont	11
1139	emphas	11
1140	vortex	11
1141	constant	11
1142	profil	11
1143	thermospher	11
1144	reagent	11
1145	ideal	11
1146	lake	11
1147	vertic	11
1148	storm	11
1149	hamiltonian	11
1150	respond	11
1151	southeastern	11
1152	quantifi	11
1153	rapidli	11
1154	york	11
1155	alvin	11
1156	affin	11
1157	graviti	11
1158	largest	11
1159	thermodynam	11
1160	regress	11
1161	purchas	11
1162	bear	11
1163	perspect	11
1164	instruct	11
1165	columbia	11
1166	speaker	11
1167	radio	11
1168	remot	11
1169	automorph	11
1170	undertaken	11
1171	unstabl	11
1172	transmiss	11
1173	recommend	11
1174	iter	11
1175	mutant	11
1176	version	11
1177	read	11
1178	geologi	11
1179	fiber	11
1180	answer	11
1181	davi	11
1182	hugo	11
1183	chaotic	11
1184	sub	11
1185	seven	11
1186	side	11
1187	inequ	11
1188	orbit	11
1189	alloc	11
1190	chromosom	11
1191	interfaci	11
1192	star	11
1193	whale	10
1194	minim	10
1195	draw	10
1196	veget	10
1197	accuraci	10
1198	solar	10
1199	multivari	10
1200	ultim	10
1201	patch	10
1202	add	10
1203	spin	10
1204	lack	10
1205	pre	10
1206	hominid	10
1207	shed	10
1208	elast	10
1209	campaign	10
1210	prototyp	10
1211	geophys	10
1212	next	10
1213	magnitud	10
1214	foster	10
1215	best	10
1216	coloni	10
1217	discharg	10
1218	household	10
1219	slope	10
1220	doubl	10
1221	leaf	10
1222	poster	10
1223	junior	10
1224	nsfnet	10
1225	node	10
1226	fourier	10
1227	subgroup	10
1228	modular	10
1229	latitud	10
1230	maximum	10
1231	identif	10
1232	sedimentari	10
1233	academi	10
1234	bind	10
1235	vibrat	10
1236	hurrican	10
1237	fruit	10
1238	stipend	10
1239	suscept	10
1240	combinator	10
1241	back	10
1242	confid	10
1243	phenomenon	10
1244	occurr	10
1245	conform	10
1246	symposium	10
1247	interdisciplinari	10
1248	usual	10
1249	crust	10
1250	thrust	10
1251	latter	10
1252	account	10
1253	failur	10
1254	membran	10
1255	vapor	10
1256	vlsi	10
1257	glass	10
1258	silicon	10
1259	arrest	10
1260	statu	10
1261	agent	10
1262	photosynthet	10
1263	director	10
1264	twelv	10
1265	rural	10
1266	morphometr	10
1267	replic	10
1268	grind	10
1269	yugoslav	10
1270	neg	10
1271	partit	10
1272	fill	10
1273	gel	10
1274	ozon	10
1275	infin	10
1276	commerci	9
1277	demograph	9
1278	mammal	9
1279	recognit	9
1280	breed	9
1281	fast	9
1282	regim	9
1283	notion	9
1284	horizon	9
1285	worldwid	9
1286	interpol	9
1287	content	9
1288	discoveri	9
1289	immedi	9
1290	elimin	9
1291	post	9
1292	satellit	9
1293	grown	9
1294	extern	9
1295	situat	9
1296	proxim	9
1297	deer	9
1298	replac	9
1299	discontinu	9
1300	fulli	9
1301	ioniz	9
1302	auror	9
1303	ionospher	9
1304	wood	9
1305	simultan	9
1306	fit	9
1307	embed	9
1308	parametr	9
1309	defect	9
1310	transect	9
1311	column	9
1312	gap	9
1313	air	9
1314	aquat	9
1315	circul	9
1316	submers	9
1317	break	9
1318	guid	9
1319	acoust	9
1320	sulfur	9
1321	assumpt	9
1322	medium	9
1323	chamber	9
1324	southwest	9
1325	convent	9
1326	adjac	9
1327	demand	9
1328	zero	9
1329	maxim	9
1330	qualit	9
1331	defens	9
1332	riemannian	9
1333	flexibl	9
1334	particul	9
1335	crustal	9
1336	polymer	9
1337	europ	9
1338	talent	9
1339	elementari	9
1340	run	9
1341	electrod	9
1342	expans	9
1343	tuition	9
1344	custom	9
1345	homolog	9
1346	elucid	9
1347	offic	9
1348	comprehens	9
1349	microwav	9
1350	verif	9
1351	later	9
1352	accord	9
1353	mitig	9
1354	hazard	9
1355	detector	9
1356	condens	9
1357	commit	9
1358	radiocarbon	9
1359	elsewher	9
1360	georgia	9
1361	criteria	9
1362	solvent	9
1363	cornel	9
1364	length	9
1365	supervisor	9
1366	dope	9
1367	fix	9
1368	chao	9
1369	banach	9
1370	drug	9
1371	releas	9
1372	distinguish	9
1373	qualifi	9
1374	staff	9
1375	prime	9
1376	biophys	9
1377	color	9
1378	neighborhood	9
1379	sphere	9
1380	sponsorship	9
1381	commut	9
1382	crop	9
1383	mangrov	9
1384	tube	9
1385	blood	9
1386	kidnei	9
1387	foreign	8
1388	face	8
1389	experienc	8
1390	nearli	8
1391	probabilist	8
1392	strengthen	8
1393	florida	8
1394	robert	8
1395	convers	8
1396	gulf	8
1397	coher	8
1398	substitut	8
1399	jame	8
1400	egg	8
1401	nativ	8
1402	chanc	8
1403	biologist	8
1404	brazil	8
1405	old	8
1406	excav	8
1407	genu	8
1408	eventu	8
1409	fragment	8
1410	domin	8
1411	meter	8
1412	emiss	8
1413	hole	8
1414	decomposit	8
1415	classifi	8
1416	michigan	8
1417	uniform	8
1418	kelp	8
1419	recurs	8
1420	avoid	8
1421	alter	8
1422	perhap	8
1423	panel	8
1424	divid	8
1425	pollin	8
1426	brood	8
1427	fuel	8
1428	instabl	8
1429	scope	8
1430	axial	8
1431	union	8
1432	august	8
1433	catalysi	8
1434	incoher	8
1435	textur	8
1436	chain	8
1437	residu	8
1438	still	8
1439	poor	8
1440	missouri	8
1441	think	8
1442	retriev	8
1443	nearnet	8
1444	william	8
1445	mediat	8
1446	ensur	8
1447	except	8
1448	forum	8
1449	tecton	8
1450	choic	8
1451	fluoresc	8
1452	margin	8
1453	coral	8
1454	chiral	8
1455	enter	8
1456	target	8
1457	proven	8
1458	wisconsin	8
1459	canada	8
1460	hydrolog	8
1461	complement	8
1462	personnel	8
1463	amplifi	8
1464	liquefi	8
1465	centrifug	8
1466	know	8
1467	adjud	8
1468	india	8
1469	linguist	8
1470	iii	8
1471	vermont	8
1472	hold	8
1473	chicago	8
1474	reflector	8
1475	lagoon	8
1476	anticip	8
1477	microscopi	8
1478	crab	8
1479	resolv	8
1480	walk	8
1481	memori	8
1482	vision	8
1483	hydrat	8
1484	autom	8
1485	compos	8
1486	gaug	8
1487	evolv	8
1488	cosmolog	8
1489	gill	8
1490	nois	8
1491	enrol	8
1492	ask	8
1493	electromagnet	8
1494	ceram	8
1495	necessari	8
1496	mapl	8
1497	underrepres	8
1498	combinatori	8
1499	recoveri	8
1500	phylogenet	8
1501	herbivori	8
1502	knot	8
1503	genera	8
1504	abort	8
1505	nail	8
1506	captiv	7
1507	plankton	7
1508	switch	7
1509	sheet	7
1510	schroding	7
1511	mechanist	7
1512	austin	7
1513	driven	7
1514	latest	7
1515	ridlei	7
1516	unknown	7
1517	compat	7
1518	garden	7
1519	rare	7
1520	endang	7
1521	against	7
1522	appar	7
1523	decreas	7
1524	edg	7
1525	amplitud	7
1526	outlin	7
1527	wavelength	7
1528	secondari	7
1529	suit	7
1530	exhibit	7
1531	mode	7
1532	oscil	7
1533	wire	7
1534	scheme	7
1535	index	7
1536	grain	7
1537	recov	7
1538	zooplankton	7
1539	taxonom	7
1540	dissolv	7
1541	excess	7
1542	plastic	7
1543	tour	7
1544	top	7
1545	simplest	7
1546	parent	7
1547	varianc	7
1548	upwel	7
1549	floor	7
1550	rigor	7
1551	shear	7
1552	tomographi	7
1553	constrain	7
1554	seamount	7
1555	exposur	7
1556	clai	7
1557	undergo	7
1558	evapor	7
1559	realist	7
1560	mantl	7
1561	rout	7
1562	compris	7
1563	portion	7
1564	labor	7
1565	former	7
1566	delta	7
1567	endeavor	7
1568	retain	7
1569	uptak	7
1570	alga	7
1571	vector	7
1572	septemb	7
1573	strongli	7
1574	paleoceanograph	7
1575	hydrocarbon	7
1576	methan	7
1577	item	7
1578	cach	7
1579	equatori	7
1580	surg	7
1581	quantiti	7
1582	strain	7
1583	clarifi	7
1584	genom	7
1585	librari	7
1586	precursor	7
1587	polycycl	7
1588	shield	7
1589	fellow	7
1590	author	7
1591	hard	7
1592	todai	7
1593	count	7
1594	verifi	7
1595	accept	7
1596	octob	7
1597	chlorophyl	7
1598	gamma	7
1599	look	7
1600	ash	7
1601	proceed	7
1602	entitl	7
1603	diverg	7
1604	principl	7
1605	trend	7
1606	correct	7
1607	hardwar	7
1608	bandwidth	7
1609	metric	7
1610	regulatori	7
1611	blue	7
1612	pollut	7
1613	june	7
1614	starvat	7
1615	yeast	7
1616	inhomogen	7
1617	nonparametr	7
1618	termin	7
1619	ident	7
1620	credit	7
1621	civil	7
1622	home	7
1623	shift	7
1624	broader	7
1625	supplementari	7
1626	devot	7
1627	mountain	7
1628	srel	7
1629	hous	7
1630	chile	7
1631	biosynthesi	7
1632	retin	7
1633	chemist	7
1634	ribosom	7
1635	kin	7
1636	themselv	7
1637	ovul	7
1638	sire	7
1639	fire	7
1640	chronolog	7
1641	integ	7
1642	penetr	7
1643	haplodiploid	7
1644	disk	7
1645	rais	7
1646	cyclic	7
1647	squeez	7
1648	hundr	6
1649	smaller	6
1650	wild	6
1651	pathogen	6
1652	calculu	6
1653	diatom	6
1654	deviat	6
1655	larger	6
1656	cape	6
1657	gordon	6
1658	shock	6
1659	neutral	6
1660	surprisingli	6
1661	decai	6
1662	rule	6
1663	radic	6
1664	jose	6
1665	costa	6
1666	interannu	6
1667	rain	6
1668	inbreed	6
1669	oliv	6
1670	threaten	6
1671	sustain	6
1672	displai	6
1673	narrow	6
1674	artifici	6
1675	persist	6
1676	interplai	6
1677	hormon	6
1678	furthermor	6
1679	stratigraph	6
1680	capac	6
1681	african	6
1682	lizard	6
1683	inject	6
1684	feasibl	6
1685	increasingli	6
1686	epitaxi	6
1687	classif	6
1688	treatment	6
1689	photograph	6
1690	inlet	6
1691	insid	6
1692	concret	6
1693	subsurfac	6
1694	copepod	6
1695	mortal	6
1696	surfact	6
1697	conclud	6
1698	invertebr	6
1699	fingerprint	6
1700	front	6
1701	inhibit	6
1702	microorgan	6
1703	plate	6
1704	selenium	6
1705	januari	6
1706	rna	6
1707	minut	6
1708	volcan	6
1709	breakdown	6
1710	xenolith	6
1711	lava	6
1712	incom	6
1713	budget	6
1714	foraminifera	6
1715	taxa	6
1716	therebi	6
1717	estuari	6
1718	head	6
1719	mesospher	6
1720	diagnost	6
1721	incub	6
1722	tracer	6
1723	induct	6
1724	attende	6
1725	heavi	6
1726	temper	6
1727	nineteenth	6
1728	metabolit	6
1729	brown	6
1730	shore	6
1731	fulfil	6
1732	afford	6
1733	oregon	6
1734	nutrit	6
1735	caco	6
1736	dissolut	6
1737	satur	6
1738	onc	6
1739	permeabl	6
1740	hypersurfac	6
1741	swallowtail	6
1742	alkyl	6
1743	unifi	6
1744	donor	6
1745	see	6
1746	paleoenvironment	6
1747	collaps	6
1748	dike	6
1749	berkelei	6
1750	adopt	6
1751	undertak	6
1752	packag	6
1753	upgrad	6
1754	pulsar	6
1755	return	6
1756	candid	6
1757	jointli	6
1758	digit	6
1759	late	6
1760	contrast	6
1761	graphic	6
1762	pleistocen	6
1763	urban	6
1764	gradient	6
1765	innov	6
1766	clam	6
1767	viabil	6
1768	creation	6
1769	resid	6
1770	metropolitan	6
1771	man	6
1772	micro	6
1773	stationari	6
1774	electrochem	6
